video_id,frame_idx,phase,augment
case_0324,2251,7,False
case_0330,96,7,False
case_0330,440,7,False
case_0330,1055,7,False
case_0340,1800,7,False
case_0342,258,7,False
case_0342,409,7,False
case_0342,1074,7,False
case_0342,1222,7,False
case_0342,14293,7,False
case_0342,14429,7,False
case_0342,14916,7,False
case_0342,15077,7,False
case_0357,68,7,False
case_0357,201,7,False
case_0357,333,7,False
case_0357,29949,7,False
case_0357,30063,7,False
case_0372,1512,7,False
case_0372,1652,7,False
case_0372,1792,7,False
case_0372,1932,7,False
case_0372,2072,7,False
case_0372,2212,7,False
case_0372,2352,7,False
case_0372,2492,7,False
case_0372,2632,7,False
case_0372,2772,7,False
case_0372,4875,7,False
case_0372,5011,7,False
case_0372,5147,7,False
case_0372,5283,7,False
case_0372,5419,7,False
case_0373,82,7,False
case_0373,818,7,False
case_0373,964,7,False
case_0373,1110,7,False
case_0377,64,7,False
case_0377,190,7,False
case_0377,316,7,False
case_0377,804,7,False
case_0377,966,7,False
case_0381,1195,7,False
case_0381,1335,7,False
case_0388,1485,7,False
case_0395,5000,7,False
case_0401,5509,7,False
case_0403,164,7,False
case_0403,422,7,False
case_0403,564,7,False
case_0405,259,7,False
case_0405,414,7,False
case_0405,568,7,False
case_0408,413,7,False
case_0418,1458,7,False
case_0418,1602,7,False
case_0418,1746,7,False
case_0418,2291,7,False
case_0422,242,7,False
case_0422,367,7,False
case_0422,493,7,False
case_0422,618,7,False
case_0422,743,7,False
case_0422,1456,7,False
case_0422,1584,7,False
case_0422,6368,7,False
case_0422,6516,7,False
case_0428,324,7,False
case_0428,477,7,False
case_0428,826,7,False
case_0429,235,7,False
case_0429,751,7,False
case_0429,911,7,False
case_0429,1071,7,False
case_0447,333,7,False
case_0447,471,7,False
case_0447,610,7,False
case_0447,748,7,False
case_0462,474,7,False
case_0462,628,7,False
case_0462,1288,7,False
case_0462,1443,7,False
case_0465,1549,7,False
case_0465,1701,7,False
case_0465,2787,7,False
case_0465,2947,7,False
case_0465,3107,7,False
case_0479,65,7,False
case_0479,1001,7,False
case_0479,1138,7,False
case_0479,1275,7,False
case_0479,1412,7,False
case_0487,333,7,False
case_0487,1072,7,False
case_0487,1196,7,False
case_0500,317,7,False
case_0500,482,7,False
case_0501,395,7,False
case_0501,517,7,False
case_0501,638,7,False
case_0501,760,7,False
case_0504,351,7,False
case_0504,973,7,False
case_0504,1102,7,False
case_0504,1230,7,False
case_0507,665,7,False
case_0507,789,7,False
case_0507,913,7,False
case_0507,1037,7,False
case_0507,1386,7,False
case_0507,1514,7,False
case_0507,1642,7,False
case_0516,67,7,False
case_0516,197,7,False
case_0516,3185,7,False
case_0516,3318,7,False
case_0516,3450,7,False
case_0520,890,7,False
case_0520,1039,7,False
case_0520,1692,7,False
case_0520,1825,7,False
case_0520,1957,7,False
case_0522,83,7,False
case_0522,247,7,False
case_0522,936,7,False
case_0522,1053,7,False
case_0522,1169,7,False
case_0531,400,7,False
case_0531,739,7,False
case_0555,7211,7,False
case_0555,7337,7,False
case_0555,7463,7,False
case_0555,7589,7,False
case_0559,2773,7,False
case_0559,2934,7,False
case_0559,3094,7,False
case_0559,5227,7,False
case_0559,5378,7,False
case_0559,5529,7,False
case_0559,5679,7,False
case_0559,5830,7,False
case_0566,1248,7,False
case_0566,2269,7,False
case_0566,2372,7,False
case_0570,1882,7,False
case_0570,2034,7,False
case_0570,2186,7,False
case_0570,2338,7,False
case_0570,2490,7,False
case_0570,5442,7,False
case_0570,5595,7,False
case_0575,885,7,False
case_0575,1051,7,False
case_0577,4384,7,False
case_0577,4530,7,False
case_0577,4676,7,False
case_0577,4822,7,False
case_0577,4968,7,False
case_0577,5114,7,False
case_0577,5260,7,False
case_0579,2600,7,False
case_0580,4892,7,False
case_0580,5020,7,False
case_0580,5148,7,False
case_0581,576,7,False
case_0581,2861,7,False
case_0588,599,7,False
case_0588,720,7,False
case_0588,1727,7,False
case_0588,1843,7,False
case_0593,3238,7,False
case_0593,3357,7,False
case_0593,3475,7,False
case_0594,471,7,False
case_0594,1929,7,False
case_0594,2081,7,False
case_0594,2233,7,False
case_0598,289,7,False
case_0598,415,7,False
case_0598,1291,7,False
case_0598,1411,7,False
case_0598,1530,7,False
case_0600,65,7,False
case_0600,193,7,False
case_0600,321,7,False
case_0600,449,7,False
case_0600,577,7,False
case_0600,4019,7,False
case_0600,4164,7,False
case_0600,4309,7,False
case_0600,4455,7,False
case_0600,4600,7,False
case_0600,4745,7,False
case_0600,4890,7,False
case_0601,4626,7,False
case_0601,4776,7,False
case_0601,4926,7,False
case_0601,5076,7,False
case_0601,5226,7,False
case_0601,5376,7,False
case_0604,64,7,False
case_0604,188,7,False
case_0604,506,7,False
case_0604,674,7,False
case_0605,296,7,False
case_0605,976,7,False
case_0605,1145,7,False
case_0607,519,7,False
case_0607,1007,7,False
case_0608,1248,7,False
case_0612,275,7,False
case_0612,407,7,False
case_0612,539,7,False
case_0612,4013,7,False
case_0615,604,7,False
case_0618,1848,7,False
case_0618,1984,7,False
case_0618,2121,7,False
case_0618,2258,7,False
case_0618,2394,7,False
case_0618,2531,7,False
case_0618,2667,7,False
case_0618,2804,7,False
case_0618,2940,7,False
case_0618,3077,7,False
case_0618,3214,7,False
case_0618,3350,7,False
case_0618,5846,7,False
case_0618,5978,7,False
case_0618,6110,7,False
case_0618,6243,7,False
case_0618,6375,7,False
case_0618,6507,7,False
case_0631,2646,7,False
case_0631,2771,7,False
case_0631,2896,7,False
case_0631,3021,7,False
case_0631,3500,7,False
case_0631,3642,7,False
case_0631,3784,7,False
case_0631,3926,7,False
case_0631,4068,7,False
case_0631,4210,7,False
case_0631,4352,7,False
case_0631,4494,7,False
case_0631,4636,7,False
case_0631,4778,7,False
case_0631,4920,7,False
case_0632,621,7,False
case_0632,759,7,False
case_0632,1531,7,False
case_0632,1639,7,False
case_0635,56,7,False
case_0635,166,7,False
case_0635,753,7,False
case_0635,873,7,False
case_0635,993,7,False
case_0636,85,7,False
case_0636,251,7,False
case_0636,1090,7,False
case_0636,1216,7,False
case_0644,58,7,False
case_0644,170,7,False
case_0648,261,7,False
case_0648,387,7,False
case_0648,1592,7,False
case_0648,1759,7,False
case_0653,714,7,False
case_0653,1316,7,False
case_0659,239,7,False
case_0659,407,7,False
case_0659,1070,7,False
case_0659,1189,7,False
case_0661,2835,7,False
case_0661,2965,7,False
case_0661,3095,7,False
case_0663,2865,7,False
case_0663,3297,7,False
case_0664,860,7,False
case_0664,1002,7,False
case_0664,1144,7,False
case_0664,1286,7,False
case_0664,1428,7,False
case_0664,1570,7,False
case_0664,8050,7,False
case_0664,8186,7,False
case_0664,8322,7,False
case_0664,8458,7,False
case_0664,8593,7,False
case_0664,8729,7,False
case_0664,8865,7,False
case_0664,9001,7,False
case_0681,212,7,False
case_0681,2454,7,False
case_0681,2576,7,False
case_0690,311,7,False
case_0690,461,7,False
case_0690,612,7,False
case_0690,762,7,False
case_0690,912,7,False
case_0697,2951,7,False
case_0697,3087,7,False
case_0697,3222,7,False
case_0697,3357,7,False
case_0697,3493,7,False
case_0697,3628,7,False
case_0697,3764,7,False
case_0697,3899,7,False
case_0697,4034,7,False
case_0697,4170,7,False
case_0697,6894,7,False
case_0697,7032,7,False
case_0697,7170,7,False
case_0697,7307,7,False
case_0697,7445,7,False
case_0697,7583,7,False
case_0697,7720,7,False
case_0697,7858,7,False
case_0697,7996,7,False
case_0697,8133,7,False
case_0697,8271,7,False
case_0697,8409,7,False
case_0697,8546,7,False
case_0697,8684,7,False
case_0697,8822,7,False
case_0697,8959,7,False
case_0697,9097,7,False
case_0697,9235,7,False
case_0697,9372,7,False
case_0697,9510,7,False
case_0697,9648,7,False
case_0698,426,7,False
case_0698,966,7,False
case_0698,1093,7,False
case_0704,899,7,False
case_0704,1018,7,False
case_0704,1136,7,False
case_0704,1909,7,False
case_0704,2033,7,False
case_0707,2784,7,False
case_0714,6120,7,False
case_0714,6527,7,False
case_0721,777,7,False
case_0721,902,7,False
case_0721,1027,7,False
case_0721,1151,7,False
case_0721,1276,7,False
case_0721,2051,7,False
case_0721,2199,7,False
case_0723,725,7,False
case_0723,848,7,False
case_0723,970,7,False
case_0723,1093,7,False
case_0723,8540,7,False
case_0726,432,7,False
case_0726,574,7,False
case_0726,16413,7,False
case_0726,16555,7,False
case_0729,1453,7,False
case_0729,2621,7,False
case_0729,2753,7,False
case_0729,2885,7,False
case_0731,267,7,False
case_0731,408,7,False
case_0731,548,7,False
case_0735,3736,7,False
case_0735,3856,7,False
case_0735,3976,7,False
case_0736,116,7,False
case_0736,243,7,False
case_0736,370,7,False
case_0747,1053,7,False
case_0747,1430,7,False
case_0748,1093,7,False
case_0748,1220,7,False
case_0748,1347,7,False
case_0748,2037,7,False
case_0748,2180,7,False
case_0748,2322,7,False
case_0752,612,7,False
case_0752,741,7,False
case_0752,870,7,False
case_0752,999,7,False
case_0752,1128,7,False
case_0755,310,7,False
case_0755,478,7,False
case_0760,1204,7,False
case_0760,1791,7,False
case_0761,634,7,False
case_0761,742,7,False
case_0761,1643,7,False
case_0761,1771,7,False
case_0770,916,7,False
case_0770,1070,7,False
case_0770,1224,7,False
case_0787,1968,7,False
case_0787,2116,7,False
case_0787,2819,7,False
case_0787,2954,7,False
case_0787,3088,7,False
case_0787,14327,7,False
case_0787,14451,7,False
case_0787,14574,7,False
case_0791,5217,7,False
case_0791,7377,7,False
case_0791,7509,7,False
case_0791,7641,7,False
case_0791,7773,7,False
case_0791,7905,7,False
case_0791,8037,7,False
case_0809,266,7,False
case_0809,433,7,False
case_0809,2237,7,False
case_0816,748,7,False
case_0816,890,7,False
case_0816,1032,7,False
case_0816,1174,7,False
case_0816,1316,7,False
case_0816,1458,7,False
case_0816,1600,7,False
case_0816,2910,7,False
case_0816,3033,7,False
case_0816,3155,7,False
case_0818,1184,7,False
case_0818,1328,7,False
case_0820,570,7,False
case_0820,1561,7,False
case_0820,1691,7,False
case_0820,1822,7,False
case_0820,1952,7,False
case_0826,1209,7,False
case_0826,1744,7,False
case_0828,160,7,False
case_0828,300,7,False
case_0828,439,7,False
case_0828,847,7,False
case_0828,1001,7,False
case_0833,306,7,False
case_0837,1748,7,False
case_0837,1884,7,False
case_0837,2020,7,False
case_0837,2155,7,False
case_0837,2291,7,False
case_0837,2426,7,False
case_0837,2562,7,False
case_0837,2698,7,False
case_0837,2833,7,False
case_0837,2969,7,False
case_0837,3104,7,False
case_0837,3240,7,False
case_0837,3376,7,False
case_0837,4797,7,False
case_0837,4929,7,False
case_0837,5061,7,False
case_0837,5193,7,False
case_0837,5326,7,False
case_0837,5458,7,False
case_0837,5590,7,False
case_0837,5722,7,False
case_0843,703,7,False
case_0843,836,7,False
case_0843,969,7,False
case_0843,1101,7,False
case_0843,1234,7,False
case_0861,291,7,False
case_0861,648,7,False
case_0861,3354,7,False
case_0863,267,7,False
case_0863,1156,7,False
case_0863,1264,7,False
case_0867,2533,7,False
case_0867,2651,7,False
case_0867,2769,7,False
case_0874,8223,7,False
case_0878,554,7,False
case_0878,710,7,False
case_0878,1122,7,False
case_0881,1117,7,False
case_0881,1233,7,False
case_0881,1349,7,False
case_0881,2334,7,False
case_0881,2458,7,False
case_0881,2582,7,False
case_0887,82,7,False
case_0887,242,7,False
case_0887,559,7,False
case_0887,689,7,False
case_0887,819,7,False
case_0887,949,7,False
case_0887,1079,7,False
case_0888,61,7,False
case_0888,179,7,False
case_0888,727,7,False
case_0888,889,7,False
case_0890,454,7,False
case_0890,558,7,False
case_0890,933,7,False
case_0891,868,7,False
case_0891,1756,7,False
case_0910,200,7,False
case_0914,4319,7,False
case_0914,4460,7,False
case_0927,64,7,False
case_0927,877,7,False
case_0927,1045,7,False
case_0930,65,7,False
case_0930,869,7,False
case_0930,1016,7,False
case_0930,1163,7,False
case_0932,266,7,False
case_0932,430,7,False
case_0932,1022,7,False
case_0932,1192,7,False
case_0932,8856,7,False
case_0932,9261,7,False
case_0932,9387,7,False
case_0932,9512,7,False
case_0934,294,7,False
case_0934,809,7,False
case_0934,965,7,False
case_0944,993,7,False
case_0944,1676,7,False
case_0946,53,7,False
case_0946,835,7,False
case_0946,967,7,False
case_0946,1099,7,False
case_0951,1112,7,False
case_0957,825,7,False
case_0957,971,7,False
case_0957,1117,7,False
case_0957,1264,7,False
case_0957,1410,7,False
case_0957,1556,7,False
case_0957,3368,7,False
case_0957,3504,7,False
case_0957,3641,7,False
case_0957,3777,7,False
case_0957,3914,7,False
case_0957,4050,7,False
case_0959,603,7,False
case_0959,733,7,False
case_0959,864,7,False
case_0959,995,7,False
case_0959,1125,7,False
case_0959,1256,7,False
case_0959,1387,7,False
case_0959,1517,7,False
case_0960,1000,7,False
case_0960,1137,7,False
case_0960,1273,7,False
case_0961,65,7,False
case_0961,191,7,False
case_0961,317,7,False
case_0961,443,7,False
case_0961,569,7,False
case_0961,1513,7,False
case_0961,1683,7,False
case_0970,773,7,False
case_0970,915,7,False
case_0970,1057,7,False
case_0970,1199,7,False
case_0970,2178,7,False
case_0970,2321,7,False
case_0970,2464,7,False
case_0970,2606,7,False
case_0970,2749,7,False
case_0975,70,7,False
case_0975,207,7,False
case_0975,345,7,False
case_0975,482,7,False
case_0975,10448,7,False
case_0975,10576,7,False
case_0975,10703,7,False
case_0975,10831,7,False
case_0975,10958,7,False
case_0975,11086,7,False
case_0979,1573,7,False
case_0979,1709,7,False
case_0979,15813,7,False
case_0979,15954,7,False
case_0982,1161,7,False
case_0984,4567,7,False
case_0984,4699,7,False
case_0984,4830,7,False
case_0984,4962,7,False
case_0985,768,7,False
case_0985,906,7,False
case_0985,1960,7,False
case_0985,2128,7,False
case_0990,277,7,False
case_0990,974,7,False
case_0999,293,7,False
case_1001,301,7,False
case_1003,10467,7,False
case_1003,10613,7,False
case_1003,10758,7,False
case_1003,10904,7,False
case_1003,11049,7,False
case_1003,11194,7,False
case_1003,11340,7,False
case_1011,3914,7,False
case_1011,4038,7,False
case_1011,4162,7,False
case_1016,300,7,False
case_1016,449,7,False
case_1016,597,7,False
case_1016,1378,7,False
case_1029,288,7,False
case_1029,411,7,False
case_1029,533,7,False
case_1029,656,7,False
case_1030,70,7,False
case_1030,208,7,False
case_1030,1105,7,False
case_1030,1254,7,False
case_1035,550,7,False
case_1035,673,7,False
case_1035,796,7,False
case_1035,919,7,False
case_1035,1360,7,False
case_1035,1486,7,False
case_1059,9591,7,False
case_1059,9742,7,False
case_1059,9893,7,False
case_1059,10044,7,False
case_1061,342,7,False
case_1061,816,7,False
case_1082,1017,7,False
case_1082,1187,7,False
case_1082,2831,7,False
case_1082,2964,7,False
case_1082,3097,7,False
case_1082,3229,7,False
case_1082,3362,7,False
case_1090,54,7,False
case_1090,158,7,False
case_1090,575,7,False
case_1090,699,7,False
case_1109,70,7,False
case_1109,207,7,False
case_1109,343,7,False
case_1109,480,7,False
case_1109,1558,7,False
case_1109,1709,7,False
case_1115,647,7,False
case_1119,1371,7,False
case_1119,1539,7,False
case_1119,1940,7,False
case_1137,703,7,False
case_1137,1092,7,False
case_1137,1196,7,False
case_1152,55,7,False
case_1152,823,7,False
case_1152,974,7,False
case_1166,1534,7,False
case_1170,1202,7,False
case_1201,53,7,False
case_1201,867,7,False
case_1201,1003,7,False
case_1201,1140,7,False
case_1201,1276,7,False
case_1201,1412,7,False
case_1205,357,7,False
case_1205,504,7,False
case_1205,1297,7,False
case_1205,1433,7,False
case_1207,52,7,False
case_1207,10084,7,False
case_1207,15731,7,False
case_1207,15857,7,False
case_1207,16452,7,False
case_1207,16598,7,False
case_1210,20443,7,False
case_1210,20579,7,False
case_1210,20715,7,False
case_1210,20850,7,False
case_1210,20986,7,False
case_1210,21121,7,False
case_1210,21257,7,False
case_1210,21393,7,False
case_1210,35483,7,False
case_1210,35621,7,False
case_1210,35760,7,False
case_1210,35898,7,False
case_1210,36036,7,False
case_1210,36175,7,False
case_1210,36313,7,False
case_1210,36452,7,False
case_1210,36590,7,False
case_1210,36729,7,False
case_1210,36867,7,False
case_1210,37005,7,False
case_1210,37144,7,False
case_1210,37282,7,False
case_1210,37421,7,False
case_1210,37559,7,False
case_1210,37698,7,False
case_1210,37836,7,False
case_1210,37974,7,False
case_1210,38113,7,False
case_1210,38251,7,False
case_1210,38390,7,False
case_1210,38528,7,False
case_1210,38667,7,False
case_1210,38805,7,False
case_1210,38943,7,False
case_1210,39082,7,False
case_1210,39220,7,False
case_1210,39359,7,False
case_1210,39497,7,False
case_1210,39636,7,False
case_1210,39774,7,False
case_1210,39912,7,False
case_1210,40051,7,False
case_1210,40189,7,False
case_1210,40328,7,False
case_1210,40466,7,False
case_1210,40605,7,False
case_1210,40743,7,False
case_1210,40881,7,False
case_1210,41020,7,False
case_1210,41158,7,False
case_1210,41297,7,False
case_1210,41435,7,False
case_1210,41573,7,False
case_1210,41712,7,False
case_1210,41850,7,False
case_1210,41989,7,False
case_1210,42127,7,False
case_1210,42266,7,False
case_1210,42404,7,False
case_1210,42542,7,False
case_1210,42681,7,False
case_1210,42819,7,False
case_1210,42958,7,False
case_1210,43096,7,False
case_1210,43235,7,False
case_1210,43373,7,False
case_1210,43511,7,False
case_1210,43650,7,False
case_1210,43788,7,False
case_1210,43927,7,False
case_1210,44065,7,False
case_1210,44204,7,False
case_1210,44342,7,False
case_1210,44480,7,False
case_1210,44619,7,False
case_1210,44757,7,False
case_1210,44896,7,False
case_1210,45034,7,False
case_1210,45173,7,False
case_1210,45311,7,False
case_1210,45449,7,False
case_1210,45588,7,False
case_1210,45726,7,False
case_1211,1420,7,False
case_1211,1553,7,False
case_1211,1685,7,False
case_1211,15775,7,False
case_1211,15894,7,False
case_1211,16013,7,False
case_1213,4192,7,False
case_1213,4864,7,False
case_1218,2143,7,False
case_1218,2287,7,False
case_1218,2430,7,False
case_1218,2574,7,False
case_1218,3002,7,False
case_1218,3118,7,False
case_1224,401,7,False
case_1224,923,7,False
case_1224,1079,7,False
case_1230,495,7,False
case_1230,639,7,False
case_1230,993,7,False
case_1230,1122,7,False
case_1230,1558,7,False
case_1230,1694,7,False
case_1234,1159,7,False
case_1234,1288,7,False
case_1234,6610,7,False
case_1238,285,7,False
case_1238,428,7,False
case_1238,571,7,False
case_1238,714,7,False
case_1238,857,7,False
case_1242,66,7,False
case_1242,196,7,False
case_1242,326,7,False
case_1248,1989,7,False
case_1248,2413,7,False
case_1260,75,7,False
case_1267,717,7,False
case_1267,857,7,False
case_1267,998,7,False
case_1267,1139,7,False
case_1267,1279,7,False
case_1267,1420,7,False
case_1267,1560,7,False
case_1267,2430,7,False
case_1267,2552,7,False
case_1267,2674,7,False
case_1269,410,7,False
case_1269,7329,7,False
case_1271,569,7,False
case_1271,697,7,False
case_1271,1398,7,False
case_1271,1546,7,False
case_1272,5439,7,False
case_1272,5563,7,False
case_1272,5687,7,False
case_1272,5811,7,False
case_1274,1998,7,False
case_1274,2149,7,False
case_1274,3350,7,False
case_1279,8298,7,False
case_1279,8438,7,False
case_1279,8577,7,False
case_1279,8717,7,False
case_1279,8856,7,False
case_1279,8995,7,False
case_1279,9135,7,False
case_1285,411,7,False
case_1285,545,7,False
case_1285,1331,7,False
case_1285,1449,7,False
case_1285,1567,7,False
case_1304,1197,7,False
case_1304,1343,7,False
case_1304,1488,7,False
case_1304,3847,7,False
case_1304,3988,7,False
case_1304,4128,7,False
case_1304,4269,7,False
case_1304,4410,7,False
case_1304,4550,7,False
case_1304,4691,7,False
case_1304,20758,7,False
case_1304,20904,7,False
case_1304,21049,7,False
case_1304,21195,7,False
case_1305,4953,7,False
case_1307,67,7,False
case_1307,199,7,False
case_1307,2993,7,False
case_1307,3144,7,False
case_1307,3294,7,False
case_1307,3498,7,False
case_1307,3698,7,False
case_1307,10059,7,False
case_1315,2511,7,False
case_1316,845,7,False
case_1316,1009,7,False
case_1317,880,7,False
case_1317,1537,7,False
case_1317,1671,7,False
case_1317,1805,7,False
case_1318,1482,7,False
case_1318,1623,7,False
case_1318,1765,7,False
case_1318,1906,7,False
case_1318,2047,7,False
case_1318,2188,7,False
case_1318,2329,7,False
case_1318,2471,7,False
case_1318,2612,7,False
case_1318,2753,7,False
case_1318,4869,7,False
case_1318,5005,7,False
case_1318,5140,7,False
case_1318,5275,7,False
case_1318,5411,7,False
case_1321,727,7,False
case_1321,1333,7,False
case_1321,8365,7,False
case_1324,2263,7,False
case_1324,2413,7,False
case_1324,2562,7,False
