video_id,frame_idx,image_name,split,phase,augment,timestamp
case_0012,13001,case_0012_013001.png,train,32,False,216.9
case_0012,13016,case_0012_013016.png,train,32,False,217.15
case_0012,13030,case_0012_013030.png,train,32,False,217.38
case_0012,13045,case_0012_013045.png,train,32,False,217.63
case_0012,13059,case_0012_013059.png,train,32,False,217.87
case_0012,13074,case_0012_013074.png,train,32,False,218.12
case_0012,13088,case_0012_013088.png,train,32,False,218.35
case_0012,13103,case_0012_013103.png,train,32,False,218.6
case_0012,13117,case_0012_013117.png,train,32,False,218.84
case_0012,13132,case_0012_013132.png,train,32,False,219.09
case_0012,13146,case_0012_013146.png,train,32,False,219.32
case_0012,13161,case_0012_013161.png,train,32,False,219.57
case_0012,13175,case_0012_013175.png,train,32,False,219.8
case_0012,13190,case_0012_013190.png,train,32,False,220.05
case_0012,13204,case_0012_013204.png,train,32,False,220.29
case_0012,13441,case_0012_013441.png,train,10,False,224.24
case_0012,13761,case_0012_013761.png,train,34,False,229.58
case_0012,13941,case_0012_013941.png,train,34,False,232.58
case_0012,14121,case_0012_014121.png,train,34,False,235.59
case_0012,14301,case_0012_014301.png,train,34,False,238.59
case_0012,14492,case_0012_014492.png,train,26,False,241.77
case_0012,14688,case_0012_014688.png,train,26,False,245.04
case_0012,14883,case_0012_014883.png,train,26,False,248.3
case_0012,15093,case_0012_015093.png,train,14,False,251.8
case_0012,15310,case_0012_015310.png,train,14,False,255.42
case_0012,15527,case_0012_015527.png,train,14,False,259.04
case_0012,15713,case_0012_015713.png,train,33,False,262.15
case_0012,15860,case_0012_015860.png,train,33,False,264.6
case_0012,16007,case_0012_016007.png,train,33,False,267.05
case_0012,16153,case_0012_016153.png,train,33,False,269.49
case_0012,16300,case_0012_016300.png,train,33,False,271.94
case_0012,16447,case_0012_016447.png,train,33,False,274.39
case_0012,16597,case_0012_016597.png,train,26,False,276.89
case_0012,16741,case_0012_016741.png,train,26,False,279.3
case_0012,16928,case_0012_016928.png,train,13,False,282.42
case_0012,17151,case_0012_017151.png,train,13,False,286.14
case_0012,17375,case_0012_017375.png,train,13,False,289.87
case_0012,17598,case_0012_017598.png,train,13,False,293.59
case_0013,117,case_0013_000117.png,train,17,False,3.9
case_0013,314,case_0013_000314.png,train,7,False,10.48
case_0013,470,case_0013_000470.png,train,7,False,15.68
case_0013,626,case_0013_000626.png,train,26,False,20.89
case_0013,775,case_0013_000775.png,train,26,False,25.86
case_0013,860,case_0013_000860.png,train,0,False,28.7
case_0013,872,case_0013_000872.png,train,0,False,29.1
case_0013,884,case_0013_000884.png,train,0,False,29.5
case_0013,896,case_0013_000896.png,train,0,False,29.9
case_0013,908,case_0013_000908.png,train,0,False,30.3
case_0013,936,case_0013_000936.png,train,4,False,31.23
case_0013,973,case_0013_000973.png,train,4,False,32.47
case_0013,1009,case_0013_001009.png,train,4,False,33.67
case_0013,1046,case_0013_001046.png,train,4,False,34.9
case_0013,1153,case_0013_001153.png,train,34,False,38.47
case_0013,1249,case_0013_001249.png,train,32,False,41.67
case_0013,1263,case_0013_001263.png,train,32,False,42.14
case_0013,1278,case_0013_001278.png,train,32,False,42.64
case_0013,1292,case_0013_001292.png,train,32,False,43.11
case_0013,1385,case_0013_001385.png,train,7,False,46.21
case_0013,1548,case_0013_001548.png,train,7,False,51.65
case_0013,1701,case_0013_001701.png,train,34,False,56.76
case_0013,1779,case_0013_001779.png,train,32,False,59.36
case_0013,1793,case_0013_001793.png,train,32,False,59.83
case_0013,1807,case_0013_001807.png,train,32,False,60.29
case_0013,1958,case_0013_001958.png,train,5,False,65.33
case_0013,2238,case_0013_002238.png,train,5,False,74.67
case_0013,2518,case_0013_002518.png,train,5,False,84.02
case_0013,2717,case_0013_002717.png,train,12,False,90.66
case_0013,2829,case_0013_002829.png,train,12,False,94.39
case_0013,2940,case_0013_002940.png,train,12,False,98.1
case_0013,3060,case_0013_003060.png,train,34,False,102.1
case_0013,3130,case_0013_003130.png,train,32,False,104.44
case_0013,3142,case_0013_003142.png,train,32,False,104.84
case_0013,3155,case_0013_003155.png,train,32,False,105.27
case_0013,3167,case_0013_003167.png,train,32,False,105.67
case_0013,3179,case_0013_003179.png,train,32,False,106.07
case_0013,3534,case_0013_003534.png,train,18,False,117.92
case_0013,4222,case_0013_004222.png,train,18,False,140.87
case_0013,4911,case_0013_004911.png,train,18,False,163.86
case_0013,5599,case_0013_005599.png,train,18,False,186.82
case_0013,6051,case_0013_006051.png,train,26,False,201.9
case_0013,6259,case_0013_006259.png,train,26,False,208.84
case_0013,6515,case_0013_006515.png,train,10,False,217.38
case_0013,6813,case_0013_006813.png,train,10,False,227.33
case_0013,7111,case_0013_007111.png,train,10,False,237.27
case_0013,7409,case_0013_007409.png,train,10,False,247.21
case_0013,7719,case_0013_007719.png,train,14,False,257.56
case_0013,7949,case_0013_007949.png,train,33,False,265.23
case_0013,8088,case_0013_008088.png,train,33,False,269.87
case_0013,8226,case_0013_008226.png,train,33,False,274.47
case_0013,8411,case_0013_008411.png,train,13,False,280.65
case_0013,8633,case_0013_008633.png,train,13,False,288.05
case_0015,116,case_0015_000116.png,train,17,False,4.64
case_0015,339,case_0015_000339.png,train,26,False,13.56
case_0015,499,case_0015_000499.png,train,26,False,19.96
case_0015,646,case_0015_000646.png,train,7,False,25.84
case_0015,771,case_0015_000771.png,train,7,False,30.84
case_0015,896,case_0015_000896.png,train,7,False,35.84
case_0015,1165,case_0015_001165.png,train,5,False,46.6
case_0015,1569,case_0015_001569.png,train,5,False,62.76
case_0015,2169,case_0015_002169.png,train,18,False,86.76
case_0015,2958,case_0015_002958.png,train,18,False,118.32
case_0015,3747,case_0015_003747.png,train,18,False,149.88
case_0015,4536,case_0015_004536.png,train,18,False,181.44
case_0015,5087,case_0015_005087.png,train,10,False,203.48
case_0015,5391,case_0015_005391.png,train,10,False,215.64
case_0015,5643,case_0015_005643.png,train,26,False,225.72
case_0015,5835,case_0015_005835.png,train,26,False,233.4
case_0015,6019,case_0015_006019.png,train,34,False,240.76
case_0015,6199,case_0015_006199.png,train,14,False,247.96
case_0015,6399,case_0015_006399.png,train,14,False,255.96
case_0015,6626,case_0015_006626.png,train,26,False,265.04
case_0015,6870,case_0015_006870.png,train,13,False,274.8
case_0015,7046,case_0015_007046.png,train,26,False,281.84
case_0020,115,case_0020_000115.png,train,17,False,1.92
case_0020,343,case_0020_000343.png,train,17,False,5.72
case_0020,570,case_0020_000570.png,train,17,False,9.5
case_0020,797,case_0020_000797.png,train,17,False,13.28
case_0020,1025,case_0020_001025.png,train,17,False,17.08
case_0020,1252,case_0020_001252.png,train,17,False,20.87
case_0020,1480,case_0020_001480.png,train,17,False,24.67
case_0020,1707,case_0020_001707.png,train,17,False,28.45
case_0020,1934,case_0020_001934.png,train,17,False,32.23
case_0020,2162,case_0020_002162.png,train,17,False,36.03
case_0020,2389,case_0020_002389.png,train,17,False,39.82
case_0020,2616,case_0020_002616.png,train,17,False,43.6
case_0020,2844,case_0020_002844.png,train,17,False,47.4
case_0020,3071,case_0020_003071.png,train,17,False,51.18
case_0020,3299,case_0020_003299.png,train,17,False,54.98
case_0020,3526,case_0020_003526.png,train,17,False,58.77
case_0020,3753,case_0020_003753.png,train,17,False,62.55
case_0020,3981,case_0020_003981.png,train,17,False,66.35
case_0020,4282,case_0020_004282.png,train,7,False,71.37
case_0020,4408,case_0020_004408.png,train,7,False,73.47
case_0020,4534,case_0020_004534.png,train,7,False,75.57
case_0020,4660,case_0020_004660.png,train,7,False,77.67
case_0020,4752,case_0020_004752.png,train,1,False,79.2
case_0020,4802,case_0020_004802.png,train,1,False,80.03
case_0020,4852,case_0020_004852.png,train,1,False,80.87
case_0020,4902,case_0020_004902.png,train,1,False,81.7
case_0020,4952,case_0020_004952.png,train,1,False,82.53
case_0020,5003,case_0020_005003.png,train,1,False,83.38
case_0020,5053,case_0020_005053.png,train,1,False,84.22
case_0020,5103,case_0020_005103.png,train,1,False,85.05
case_0020,5153,case_0020_005153.png,train,1,False,85.88
case_0020,5203,case_0020_005203.png,train,1,False,86.72
case_0020,5253,case_0020_005253.png,train,1,False,87.55
case_0020,5304,case_0020_005304.png,train,1,False,88.4
case_0020,5354,case_0020_005354.png,train,1,False,89.23
case_0020,5404,case_0020_005404.png,train,1,False,90.07
case_0020,5454,case_0020_005454.png,train,1,False,90.9
case_0020,5504,case_0020_005504.png,train,1,False,91.73
case_0020,5555,case_0020_005555.png,train,1,False,92.58
case_0020,5605,case_0020_005605.png,train,1,False,93.42
case_0020,5655,case_0020_005655.png,train,1,False,94.25
case_0020,5705,case_0020_005705.png,train,1,False,95.08
case_0020,5755,case_0020_005755.png,train,1,False,95.92
case_0020,5805,case_0020_005805.png,train,1,False,96.75
case_0020,5856,case_0020_005856.png,train,1,False,97.6
case_0020,5906,case_0020_005906.png,train,1,False,98.43
case_0020,5956,case_0020_005956.png,train,1,False,99.27
case_0020,6006,case_0020_006006.png,train,1,False,100.1
case_0020,6056,case_0020_006056.png,train,1,False,100.93
case_0020,6192,case_0020_006192.png,train,34,False,103.2
case_0020,6404,case_0020_006404.png,train,34,False,106.73
case_0020,6616,case_0020_006616.png,train,34,False,110.27
case_0020,6828,case_0020_006828.png,train,34,False,113.8
case_0020,7008,case_0020_007008.png,train,7,False,116.8
case_0020,7149,case_0020_007149.png,train,7,False,119.15
case_0020,7291,case_0020_007291.png,train,7,False,121.52
case_0020,7432,case_0020_007432.png,train,7,False,123.87
case_0020,7573,case_0020_007573.png,train,7,False,126.22
case_0020,7715,case_0020_007715.png,train,7,False,128.58
case_0020,7856,case_0020_007856.png,train,7,False,130.93
case_0020,8105,case_0020_008105.png,train,5,False,135.08
case_0020,8454,case_0020_008454.png,train,5,False,140.9
case_0020,8803,case_0020_008803.png,train,5,False,146.72
case_0020,9152,case_0020_009152.png,train,5,False,152.53
case_0020,9501,case_0020_009501.png,train,5,False,158.35
case_0020,9849,case_0020_009849.png,train,5,False,164.15
case_0020,10198,case_0020_010198.png,train,5,False,169.97
case_0020,10547,case_0020_010547.png,train,5,False,175.78
case_0020,10896,case_0020_010896.png,train,5,False,181.6
case_0020,11124,case_0020_011124.png,train,12,False,185.4
case_0020,11224,case_0020_011224.png,train,12,False,187.07
case_0020,11324,case_0020_011324.png,train,12,False,188.73
case_0020,11423,case_0020_011423.png,train,12,False,190.38
case_0020,11523,case_0020_011523.png,train,12,False,192.05
case_0020,11623,case_0020_011623.png,train,12,False,193.72
case_0020,11722,case_0020_011722.png,train,12,False,195.37
case_0020,11822,case_0020_011822.png,train,12,False,197.03
case_0020,11922,case_0020_011922.png,train,12,False,198.7
case_0020,12021,case_0020_012021.png,train,12,False,200.35
case_0020,12121,case_0020_012121.png,train,12,False,202.02
case_0020,12221,case_0020_012221.png,train,12,False,203.68
case_0020,12320,case_0020_012320.png,train,12,False,205.33
case_0020,12420,case_0020_012420.png,train,12,False,207.0
case_0020,12520,case_0020_012520.png,train,12,False,208.67
case_0020,12619,case_0020_012619.png,train,12,False,210.32
case_0020,12719,case_0020_012719.png,train,12,False,211.98
case_0020,12819,case_0020_012819.png,train,12,False,213.65
case_0020,12918,case_0020_012918.png,train,12,False,215.3
case_0020,13018,case_0020_013018.png,train,12,False,216.97
case_0020,13118,case_0020_013118.png,train,12,False,218.63
case_0020,13519,case_0020_013519.png,train,18,False,225.32
case_0020,14214,case_0020_014214.png,train,18,False,236.9
case_0020,14909,case_0020_014909.png,train,18,False,248.48
case_0020,15604,case_0020_015604.png,train,18,False,260.07
case_0020,16299,case_0020_016299.png,train,18,False,271.65
case_0020,16994,case_0020_016994.png,train,18,False,283.23
case_0020,17689,case_0020_017689.png,train,18,False,294.82
case_0020,18384,case_0020_018384.png,train,18,False,306.4
case_0020,19079,case_0020_019079.png,train,18,False,317.98
case_0020,19774,case_0020_019774.png,train,18,False,329.57
case_0020,20469,case_0020_020469.png,train,18,False,341.15
case_0020,21165,case_0020_021165.png,train,18,False,352.75
case_0020,21860,case_0020_021860.png,train,18,False,364.33
case_0020,22555,case_0020_022555.png,train,18,False,375.92
case_0020,23250,case_0020_023250.png,train,18,False,387.5
case_0020,23945,case_0020_023945.png,train,18,False,399.08
case_0020,24640,case_0020_024640.png,train,18,False,410.67
case_0020,25335,case_0020_025335.png,train,18,False,422.25
case_0020,26030,case_0020_026030.png,train,18,False,433.83
case_0020,26725,case_0020_026725.png,train,18,False,445.42
case_0020,27420,case_0020_027420.png,train,18,False,457.0
case_0020,28115,case_0020_028115.png,train,18,False,468.58
case_0020,28810,case_0020_028810.png,train,18,False,480.17
case_0020,29276,case_0020_029276.png,train,26,False,487.93
case_0020,29489,case_0020_029489.png,train,26,False,491.48
case_0020,29701,case_0020_029701.png,train,26,False,495.02
case_0020,30150,case_0020_030150.png,train,18,False,502.5
case_0020,30827,case_0020_030827.png,train,18,False,513.78
case_0020,31504,case_0020_031504.png,train,18,False,525.07
case_0020,32180,case_0020_032180.png,train,18,False,536.33
case_0020,32857,case_0020_032857.png,train,18,False,547.62
case_0020,33534,case_0020_033534.png,train,18,False,558.9
case_0020,34034,case_0020_034034.png,train,10,False,567.23
case_0020,34349,case_0020_034349.png,train,10,False,572.48
case_0020,34663,case_0020_034663.png,train,10,False,577.72
case_0020,34978,case_0020_034978.png,train,10,False,582.97
case_0020,35293,case_0020_035293.png,train,10,False,588.22
case_0020,35608,case_0020_035608.png,train,10,False,593.47
case_0020,35923,case_0020_035923.png,train,10,False,598.72
case_0020,36237,case_0020_036237.png,train,10,False,603.95
case_0020,36552,case_0020_036552.png,train,10,False,609.2
case_0020,36867,case_0020_036867.png,train,10,False,614.45
case_0020,37182,case_0020_037182.png,train,10,False,619.7
case_0020,37497,case_0020_037497.png,train,10,False,624.95
case_0020,37811,case_0020_037811.png,train,10,False,630.18
case_0020,38126,case_0020_038126.png,train,10,False,635.43
case_0020,38381,case_0020_038381.png,train,34,False,639.68
case_0020,38569,case_0020_038569.png,train,34,False,642.82
case_0020,38757,case_0020_038757.png,train,34,False,645.95
case_0020,38944,case_0020_038944.png,train,34,False,649.07
case_0020,39132,case_0020_039132.png,train,34,False,652.2
case_0020,39343,case_0020_039343.png,train,14,False,655.72
case_0020,39569,case_0020_039569.png,train,14,False,659.48
case_0020,39795,case_0020_039795.png,train,14,False,663.25
case_0020,40021,case_0020_040021.png,train,14,False,667.02
case_0020,40247,case_0020_040247.png,train,14,False,670.78
case_0020,40473,case_0020_040473.png,train,14,False,674.55
case_0020,40699,case_0020_040699.png,train,14,False,678.32
case_0020,40902,case_0020_040902.png,train,26,False,681.7
case_0020,41074,case_0020_041074.png,train,26,False,684.57
case_0020,41247,case_0020_041247.png,train,26,False,687.45
case_0020,41419,case_0020_041419.png,train,26,False,690.32
case_0020,41592,case_0020_041592.png,train,26,False,693.2
case_0020,41764,case_0020_041764.png,train,26,False,696.07
case_0020,41928,case_0020_041928.png,train,33,False,698.8
case_0020,42075,case_0020_042075.png,train,33,False,701.25
case_0020,42221,case_0020_042221.png,train,33,False,703.68
case_0020,42368,case_0020_042368.png,train,33,False,706.13
case_0020,42515,case_0020_042515.png,train,33,False,708.58
case_0020,42661,case_0020_042661.png,train,33,False,711.02
case_0020,42808,case_0020_042808.png,train,33,False,713.47
case_0020,42955,case_0020_042955.png,train,33,False,715.92
case_0020,43101,case_0020_043101.png,train,33,False,718.35
case_0020,43248,case_0020_043248.png,train,33,False,720.8
case_0020,43395,case_0020_043395.png,train,33,False,723.25
case_0020,43541,case_0020_043541.png,train,33,False,725.68
case_0020,43688,case_0020_043688.png,train,33,False,728.13
case_0020,43835,case_0020_043835.png,train,33,False,730.58
case_0020,43981,case_0020_043981.png,train,33,False,733.02
case_0020,44128,case_0020_044128.png,train,33,False,735.47
case_0020,44275,case_0020_044275.png,train,33,False,737.92
case_0020,44421,case_0020_044421.png,train,33,False,740.35
case_0020,44568,case_0020_044568.png,train,33,False,742.8
case_0020,44715,case_0020_044715.png,train,33,False,745.25
case_0020,44861,case_0020_044861.png,train,33,False,747.68
case_0020,45008,case_0020_045008.png,train,33,False,750.13
case_0020,45155,case_0020_045155.png,train,33,False,752.58
case_0020,45301,case_0020_045301.png,train,33,False,755.02
case_0020,45473,case_0020_045473.png,train,14,False,757.88
case_0020,45662,case_0020_045662.png,train,14,False,761.03
case_0020,45850,case_0020_045850.png,train,14,False,764.17
case_0020,46039,case_0020_046039.png,train,14,False,767.32
case_0020,46245,case_0020_046245.png,train,13,False,770.75
case_0020,46461,case_0020_046461.png,train,13,False,774.35
case_0020,46676,case_0020_046676.png,train,13,False,777.93
case_0020,46892,case_0020_046892.png,train,13,False,781.53
case_0020,47123,case_0020_047123.png,train,14,False,785.38
case_0020,47362,case_0020_047362.png,train,14,False,789.37
case_0020,47600,case_0020_047600.png,train,14,False,793.33
case_0020,47826,case_0020_047826.png,train,13,False,797.1
case_0020,48030,case_0020_048030.png,train,13,False,800.5
case_0020,48234,case_0020_048234.png,train,13,False,803.9
case_0020,48438,case_0020_048438.png,train,13,False,807.3
case_0020,48651,case_0020_048651.png,train,14,False,810.85
case_0020,48867,case_0020_048867.png,train,14,False,814.45
case_0020,49083,case_0020_049083.png,train,14,False,818.05
case_0020,49299,case_0020_049299.png,train,14,False,821.65
case_0020,49515,case_0020_049515.png,train,14,False,825.25
case_0020,49731,case_0020_049731.png,train,14,False,828.85
case_0020,49954,case_0020_049954.png,train,13,False,832.57
case_0020,50177,case_0020_050177.png,train,13,False,836.28
case_0020,50401,case_0020_050401.png,train,13,False,840.02
case_0020,50624,case_0020_050624.png,train,13,False,843.73
case_0020,50830,case_0020_050830.png,train,17,False,847.17
case_0021,115,case_0021_000115.png,train,17,False,3.84
case_0021,341,case_0021_000341.png,train,17,False,11.38
case_0021,567,case_0021_000567.png,train,17,False,18.92
case_0021,793,case_0021_000793.png,train,17,False,26.46
case_0021,1020,case_0021_001020.png,train,17,False,34.03
case_0021,1246,case_0021_001246.png,train,17,False,41.57
case_0021,1472,case_0021_001472.png,train,17,False,49.12
case_0021,1698,case_0021_001698.png,train,17,False,56.66
case_0021,1925,case_0021_001925.png,train,17,False,64.23
case_0021,2151,case_0021_002151.png,train,17,False,71.77
case_0021,2377,case_0021_002377.png,train,17,False,79.31
case_0021,2603,case_0021_002603.png,train,17,False,86.85
case_0021,2829,case_0021_002829.png,train,17,False,94.39
case_0021,3056,case_0021_003056.png,train,17,False,101.97
case_0021,3282,case_0021_003282.png,train,17,False,109.51
case_0021,3508,case_0021_003508.png,train,17,False,117.05
case_0021,3734,case_0021_003734.png,train,17,False,124.59
case_0021,3864,case_0021_003864.png,train,6,False,128.93
case_0021,3888,case_0021_003888.png,train,6,False,129.73
case_0021,3912,case_0021_003912.png,train,6,False,130.53
case_0021,3936,case_0021_003936.png,train,6,False,131.33
case_0021,3960,case_0021_003960.png,train,6,False,132.13
case_0021,3984,case_0021_003984.png,train,6,False,132.93
case_0021,4008,case_0021_004008.png,train,6,False,133.73
case_0021,4032,case_0021_004032.png,train,6,False,134.53
case_0021,4056,case_0021_004056.png,train,6,False,135.34
case_0021,4080,case_0021_004080.png,train,6,False,136.14
case_0021,4104,case_0021_004104.png,train,6,False,136.94
case_0021,4128,case_0021_004128.png,train,6,False,137.74
case_0021,4152,case_0021_004152.png,train,6,False,138.54
case_0021,4176,case_0021_004176.png,train,6,False,139.34
case_0021,4200,case_0021_004200.png,train,6,False,140.14
case_0021,4224,case_0021_004224.png,train,6,False,140.94
case_0021,4248,case_0021_004248.png,train,6,False,141.74
case_0021,4272,case_0021_004272.png,train,6,False,142.54
case_0021,4307,case_0021_004307.png,train,25,False,143.71
case_0021,4317,case_0021_004317.png,train,25,False,144.04
case_0021,4328,case_0021_004328.png,train,25,False,144.41
case_0021,4338,case_0021_004338.png,train,25,False,144.74
case_0021,4348,case_0021_004348.png,train,25,False,145.08
case_0021,4359,case_0021_004359.png,train,25,False,145.45
case_0021,4369,case_0021_004369.png,train,25,False,145.78
case_0021,4380,case_0021_004380.png,train,25,False,146.15
case_0021,4390,case_0021_004390.png,train,25,False,146.48
case_0021,4400,case_0021_004400.png,train,25,False,146.81
case_0021,4411,case_0021_004411.png,train,25,False,147.18
case_0021,4421,case_0021_004421.png,train,25,False,147.51
case_0021,4432,case_0021_004432.png,train,25,False,147.88
case_0021,4442,case_0021_004442.png,train,25,False,148.21
case_0021,4452,case_0021_004452.png,train,25,False,148.55
case_0021,4463,case_0021_004463.png,train,25,False,148.92
case_0021,4473,case_0021_004473.png,train,25,False,149.25
case_0021,4526,case_0021_004526.png,train,9,False,151.02
case_0021,4614,case_0021_004614.png,train,9,False,153.95
case_0021,4702,case_0021_004702.png,train,9,False,156.89
case_0021,4790,case_0021_004790.png,train,9,False,159.83
case_0021,4878,case_0021_004878.png,train,9,False,162.76
case_0021,4965,case_0021_004965.png,train,9,False,165.67
case_0021,5053,case_0021_005053.png,train,9,False,168.6
case_0021,5141,case_0021_005141.png,train,9,False,171.54
case_0021,5229,case_0021_005229.png,train,9,False,174.47
case_0021,5282,case_0021_005282.png,train,0,False,176.24
case_0021,5293,case_0021_005293.png,train,0,False,176.61
case_0021,5304,case_0021_005304.png,train,0,False,176.98
case_0021,5315,case_0021_005315.png,train,0,False,177.34
case_0021,5326,case_0021_005326.png,train,0,False,177.71
case_0021,5336,case_0021_005336.png,train,0,False,178.04
case_0021,5347,case_0021_005347.png,train,0,False,178.41
case_0021,5358,case_0021_005358.png,train,0,False,178.78
case_0021,5369,case_0021_005369.png,train,0,False,179.15
case_0021,5400,case_0021_005400.png,train,4,False,180.18
case_0021,5442,case_0021_005442.png,train,4,False,181.58
case_0021,5484,case_0021_005484.png,train,4,False,182.98
case_0021,5526,case_0021_005526.png,train,4,False,184.38
case_0021,5568,case_0021_005568.png,train,4,False,185.79
case_0021,5610,case_0021_005610.png,train,4,False,187.19
case_0021,5652,case_0021_005652.png,train,4,False,188.59
case_0021,5694,case_0021_005694.png,train,4,False,189.99
case_0021,5811,case_0021_005811.png,train,34,False,193.89
case_0021,5994,case_0021_005994.png,train,34,False,200.0
case_0021,6176,case_0021_006176.png,train,34,False,206.07
